Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
00000000002100000000491,126817001,"R$ 1.757,51","R$ 1.790,22",18,"29,4555 %",TRANSPORTADORA JOLIVAN LTDA.,35190951986958000134550010001268171002065647
00000000002100000000491,126813001,"R$ 1.192,72","R$ 1.242,30",40,"29,2511 %",JSL S.A.,35190951986958000134550010001268131004642537
00000000002100000000491,26775001,"R$ 143,14","R$ 146,00",20,"28,3090 %",BRUNO C TRANSPORTES ME,35190951986958000487550030000267751005924450
00000000002100000000491,126816001,"R$ 323,53","R$ 330,00",20,"28,3371 %",MEDAUTO MERC DISTR DE AUTO PECAS EIRELI,35190951986958000134550010001268161007864141
00000000002100000000491,126815001,"R$ 1.746,49","R$ 1.819,09",40,"29,2513 %",JSL S.A.,35190951986958000134550010001268151003926358
00000000002100000000491,126790001,"R$ 264,70","R$ 270,00",20,"28,3760 %",RODOPECAS LIMITADA,35190951986958000134550010001267901004568322
00000000002100000000491,126790002,"R$ 259,22","R$ 270,00",40,"29,2648 %",RODOPECAS LIMITADA,35190951986958000134550010001267901004568322
00000000002100000000491,26774001,"R$ 336,59","R$ 343,33",20,"28,3787 %",CUNHA & GALDINI VAREGISTA DE PECAS LTDA,35190951986958000487550030000267741002248996
00000000002100000000491,26774002,"R$ 329,63","R$ 343,33",40,"29,2456 %",CUNHA & GALDINI VAREGISTA DE PECAS LTDA,35190951986958000487550030000267741002248996
00000000002100000000491,26774003,"R$ 322,67","R$ 343,34",61,"29,2408 %",CUNHA & GALDINI VAREGISTA DE PECAS LTDA,35190951986958000487550030000267741002248996
00000000002100000000491,26773001,"R$ 608,59","R$ 620,77",20,"28,3614 %",PIRATRUCK VEICULOS E IMPLEMENTOS,35190951986958000487550030000267731009662596
00000000002100000000491,26773002,"R$ 595,99","R$ 620,77",40,"29,2582 %",PIRATRUCK VEICULOS E IMPLEMENTOS,35190951986958000487550030000267731009662596
00000000002100000000491,26773003,"R$ 583,39","R$ 620,76",61,"29,2395 %",PIRATRUCK VEICULOS E IMPLEMENTOS,35190951986958000487550030000267731009662596
00000000002100000000491,126807001,"R$ 279,60","R$ 284,80",18,"29,4313 %",ACUCAR E ALCOOL BANDEIRANTES SA,35190951986958000134550010001268071002055645
00000000002100000000491,126805001,"R$ 228,11","R$ 232,67",20,"28,3247 %",USINA PETRIBU S.A.,35190951986958000134550010001268051003926556
00000000002100000000491,126806001,"R$ 463,50","R$ 472,12",18,"29,4307 %",USINA MONTE ALEGRE S.A.,35190951986958000134550010001268061007861146
00000000002100000000491,26772001,"R$ 390,52","R$ 398,33",20,"28,3384 %",POSTO DE MOLAS ANDORINHAS LTDA,35190951986958000487550030000267721006611543
00000000002100000000491,26772002,"R$ 382,43","R$ 398,33",40,"29,2569 %",POSTO DE MOLAS ANDORINHAS LTDA,35190951986958000487550030000267721006611543
00000000002100000000491,26772003,"R$ 374,36","R$ 398,34",61,"29,2392 %",POSTO DE MOLAS ANDORINHAS LTDA,35190951986958000487550030000267721006611543
00000000002100000000491,26771001,"R$ 468,67","R$ 479,70",23,"29,0295 %",F B S TRANSPORTADORA LTDA,35190951986958000487550030000267711001558868
00000000002100000000491,26770001,"R$ 1.179,20","R$ 1.202,80",20,"28,3616 %",EMBRAC EMPRESA BRASILEIRA DE CARGAS LTDA,35190951986958000487550030000267701004566333
00000000002100000000491,26770002,"R$ 1.154,80","R$ 1.202,80",40,"29,2486 %",EMBRAC EMPRESA BRASILEIRA DE CARGAS LTDA,35190951986958000487550030000267701004566333
00000000002100000000491,26770003,"R$ 1.130,39","R$ 1.202,80",61,"29,2400 %",EMBRAC EMPRESA BRASILEIRA DE CARGAS LTDA,35190951986958000487550030000267701004566333
00000000002100000000491,26769001,"R$ 280,31","R$ 285,92",20,"28,3615 %",SIMAS E SOUZA LTDA,35190951986958000487550030000267691000117053
00000000002100000000491,26767001,"R$ 614,70","R$ 627,00",20,"28,3555 %",POSTO DE MOLAS TUIRA LTDA ME,35190951986958000487550030000267671002925543
00000000002100000000491,26767002,"R$ 608,34","R$ 627,00",30,"28,8896 %",POSTO DE MOLAS TUIRA LTDA ME,35190951986958000487550030000267671002925543
00000000002100000000491,26767003,"R$ 601,98","R$ 627,00",40,"29,2464 %",POSTO DE MOLAS TUIRA LTDA ME,35190951986958000487550030000267671002925543
00000000002100000000491,26767004,"R$ 595,61","R$ 627,00",50,"29,5448 %",POSTO DE MOLAS TUIRA LTDA ME,35190951986958000487550030000267671002925543
00000000002100000000491,26767005,"R$ 589,26","R$ 627,01",61,"29,2429 %",POSTO DE MOLAS TUIRA LTDA ME,35190951986958000487550030000267671002925543
00000000002100000000491,26768001,"R$ 118,63","R$ 121,00",20,"28,3053 %",F B S TRANSPORTADORA LTDA,35190951986958000487550030000267681004599250
00000000002100000000491,26765001,"R$ 273,72","R$ 279,20",20,"28,3725 %",MARIO LIMA PARDINHO ME,35190951986958000487550030000267651005924250
00000000002100000000491,26765002,"R$ 268,05","R$ 279,19",40,"29,2437 %",MARIO LIMA PARDINHO ME,35190951986958000487550030000267651005924250
00000000002100000000491,26762001,"R$ 161,76","R$ 165,00",20,"28,3871 %",NEW LOGISTICA TRANSP E SERV EXPRE EIRELI,35190951986958000487550030000267621006411548
00000000002100000000491,26763001,"R$ 77,34","R$ 79,33",25,"29,1860 %",SUPERFREIO COMERCIO DE PECAS E SERVICOS,35190951986958000487550030000267631005662595
00000000002100000000491,26763002,"R$ 75,68","R$ 79,33",46,"29,4390 %",SUPERFREIO COMERCIO DE PECAS E SERVICOS,35190951986958000487550030000267631005662595
00000000002100000000491,26763003,"R$ 74,08","R$ 79,34",68,"28,9445 %",SUPERFREIO COMERCIO DE PECAS E SERVICOS,35190951986958000487550030000267631005662595
