Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
00000000002100000000488,126789001,"R$ 342,68","R$ 350,00",21,"28,8699 %",MAURICIO  DE SOUZA MORAES ME,35190951986958000134550010001267891006197053
00000000002100000000488,126789002,"R$ 339,25","R$ 350,00",31,"28,8646 %",MAURICIO  DE SOUZA MORAES ME,35190951986958000134550010001267891006197053
00000000002100000000488,126787001,"R$ 421,04","R$ 429,75",20,"29,4333 %",CF PIMENTEL DIESEL E TRANSPORTES LTDA  E,35190951986958000134550010001267871002905644
00000000002100000000488,126787002,"R$ 412,62","R$ 429,75",41,"28,4041 %",CF PIMENTEL DIESEL E TRANSPORTES LTDA  E,35190951986958000134550010001267871002905644
00000000002100000000488,26759001,"R$ 445,98","R$ 455,20",20,"29,4120 %",ANTONIO P. MACHADO ME,35190951986958000487550030000267591002117054
00000000002100000000488,26759002,"R$ 441,51","R$ 455,20",31,"28,1755 %",ANTONIO P. MACHADO ME,35190951986958000487550030000267591002117054
00000000002100000000488,26759003,"R$ 437,05","R$ 455,20",41,"28,4141 %",ANTONIO P. MACHADO ME,35190951986958000487550030000267591002117054
00000000002100000000488,26759004,"R$ 432,59","R$ 455,20",50,"29,2748 %",ANTONIO P. MACHADO ME,35190951986958000487550030000267591002117054
00000000002100000000488,26759005,"R$ 428,13","R$ 455,20",61,"28,8245 %",ANTONIO P. MACHADO ME,35190951986958000487550030000267591002117054
00000000002100000000488,26760001,"R$ 911,79","R$ 930,65",20,"29,4296 %",EDIVALDO CESAR GONCALVES DE LIMA E COMPA,35190951986958000487550030000267601004565330
00000000002100000000488,26760002,"R$ 893,55","R$ 930,65",41,"28,4076 %",EDIVALDO CESAR GONCALVES DE LIMA E COMPA,35190951986958000487550030000267601004565330
00000000002100000000488,26760003,"R$ 875,30","R$ 930,65",61,"28,8280 %",EDIVALDO CESAR GONCALVES DE LIMA E COMPA,35190951986958000487550030000267601004565330
00000000002100000000488,26761001,"R$ 385,36","R$ 393,33",20,"29,4254 %",REZENTRANS TRANSPORTES RODOVIARIOS LTDA,35190951986958000487550030000267611001518860
00000000002100000000488,26761002,"R$ 377,65","R$ 393,33",41,"28,4077 %",REZENTRANS TRANSPORTES RODOVIARIOS LTDA,35190951986958000487550030000267611001518860
00000000002100000000488,26761003,"R$ 369,94","R$ 393,33",61,"28,8235 %",REZENTRANS TRANSPORTES RODOVIARIOS LTDA,35190951986958000487550030000267611001518860
00000000002100000000488,126786001,"R$ 3.177,66","R$ 3.309,61",41,"28,4110 %",JSL S A,35190951986958000134550010001267861007836147
00000000002100000000488,126781001,"R$ 908,07","R$ 926,85",20,"29,4242 %",SUPERMOLAS AUTOMOTIVE LTDA,35190951986958000134550010001267811001508761
00000000002100000000488,126781002,"R$ 889,90","R$ 926,85",41,"28,4089 %",SUPERMOLAS AUTOMOTIVE LTDA,35190951986958000134550010001267811001508761
00000000002100000000488,126785001,"R$ 669,55","R$ 683,40",20,"29,4311 %",VERSUS TRANSP E LOGISTICA,35190951986958000134550010001267851003924656
00000000002100000000488,126772001,"R$ 30.520,15","R$ 31.466,19",31,"28,1653 %",SUZANO PAPEL E CELULOSE S A,35190951986958000134550010001267721006613548
00000000002100000000488,126780001,"R$ 223,09","R$ 227,40",18,"30,7209 %",FREIOS E PECAS LOBO LTDA,35190951986958000134550010001267801004569322
00000000002100000000488,126779001,"R$ 1.655,57","R$ 1.726,67",42,"28,6977 %",GUILHERME RODRIGUES MONTEFELTRO,35190951986958000134550010001267791005197053
00000000002100000000488,126779002,"R$ 1.638,64","R$ 1.726,67",52,"28,8643 %",GUILHERME RODRIGUES MONTEFELTRO,35190951986958000134550010001267791005197053
00000000002100000000488,126779003,"R$ 1.621,71","R$ 1.726,66",63,"28,5093 %",GUILHERME RODRIGUES MONTEFELTRO,35190951986958000134550010001267791005197053
00000000002100000000488,126771001,"R$ 4.806,69","R$ 4.955,68",31,"28,1645 %",PAINEIRAS LOGISTICA E TRANSPORTES LTDA,35190951986958000134550010001267711001558762
00000000002100000000488,126774001,"R$ 204,84","R$ 207,00",9,"34,1393 %",PEDRA AGROINDUSTRIAL S.A.,35190951986958000134550010001267741002348992
00000000002100000000488,126775001,"R$ 2.321,98","R$ 2.370,00",20,"29,4233 %",USINA BAZAN S A,35190951986958000134550010001267751003924455
00000000002100000000488,126770001,"R$ 3.800,34","R$ 3.918,14",31,"28,1653 %",SUZANO PAPEL E CELULOSE S A,35190951986958000134550010001267701004566327
00000000002100000000488,126773001,"R$ 232,88","R$ 237,70",20,"29,4500 %",LAPEFER COMERCIO E IND DE LAMINADO LTDA,35190951986958000134550010001267731009642597
00000000002100000000488,126656001,"R$ 263,99","R$ 267,49",11,"35,2202 %",H S FREIOS COMERCIO DE PECAS E SERVICOS,35190951986958000134550010001266561007885143
